,SampleID,TM_BAM,ichorCNA
407,LBM194,/mnt/BACKUP_NAS05/ECDTM_repo/TestECD_20X/align/23-ZLBM194ME86_M511-M711.deduplicated.bam,0.07436
408,LBM196,/mnt/BACKUP_NAS05/ECDTM_repository/align/24-ZLBM196ME86_M512-M712_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.0869
409,LBM204,/mnt/BACKUP_NAS05/ECDTM_repo/R5468/align/46-LBM204CT746T_M513-M713.deduplicated.bam,0.1431
410,LBM205,/mnt/BACKUP_NAS05/ECDTM_repository/align/6-ZLBM205ME89_M541-M741_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.08746
411,LBM210,/mnt/BACKUP_NAS05/ECDTM_repository/align/7-ZLBM210ME89_M542-M742_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.04406
412,LBM213,/mnt/BACKUP_NAS05/ECDTM_repository/align/9-ZLBM213ME89_M544-M744_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.0383
413,ZLBM001,/mnt/BACKUP_NAS05/ECDTM_repo/Sub75_batch2/align/1-ZLBM001_M501-M701sub75b_R1_trim50_bismark_bt2_pe.deduplicated.bam,0.08035
414,ZLBM002,/mnt/BACKUP_NAS05/ECDTM_repo/Sub50_batch3/align/2-ZLBM002_M502-M702sub50c_R1_trim50_bismark_bt2_pe.deduplicated.bam,0.0
415,ZCRCC4,/mnt/BACKUP_NAS05/ECDTM_repository/align/1-ZCRCC4_M501-M701_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.06647
416,ZCRCC5,/mnt/BACKUP_NAS05/ECDTM_repository/align/2-ZCRCC5_M502-M702_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.07987
417,ZCRCC6,/mnt/BACKUP_NAS05/ECDTM_repository/align/3-ZCRCC6_M503-M703_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.06375
418,ZCRCC7,/mnt/BACKUP_NAS05/ECDTM_repo/Sub50_batch3/align/4-ZCRCC7_M504-M704sub50c_R1_trim50_bismark_bt2_pe.deduplicated.bam,0.06678
419,ZCRCC8,/mnt/BACKUP_NAS05/ECDTM_repository/align/5-ZCRCC8_M505-M705_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.08358
420,ZCRCC9,/mnt/BACKUP_NAS05/ECDTM_repository/align/8-ZCRCC96_M508-M708_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.04594
421,ZCRCC11,/mnt/BACKUP_NAS05/ECDTM_repository/align/6-ZCRCC113_M518-M718_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.0
422,ZCRCC96,/mnt/BACKUP_NAS05/ECDTM_repository/align/8-ZCRCC96_M508-M708_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.04594
423,ZCRCC97,/mnt/BACKUP_NAS05/ECDTM_repository/align/9-ZCRCC97_M509-M709_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.0
424,ZCRCC100,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-ZCRCC100_M510-M710_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.1098
425,ZCRCC101,/mnt/BACKUP_NAS05/ECDTM_repository/align/11-ZCRCC101_M511-M711_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.08298
426,ZCRCC103,/mnt/BACKUP_NAS05/ECDTM_repository/align/12-ZCRCC103_M512-M712_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.05091
427,ZCRCC104,/mnt/BACKUP_NAS05/ECDTM_repository/align/13-ZCRCC104_M513-M713_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.07488
428,ZCRCC106,/mnt/BACKUP_NAS05/ECDTM_repository/align/14-ZCRCC106_M514-M714_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.08852
429,ZCRCC107,/mnt/BACKUP_NAS05/ECDTM_repository/align/15-ZCRCC107_M515-M715_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.05969
430,ZMG069AME116T,/mnt/BACKUP_NAS05/ECDTM_repository/align/13-ZMG069AME116T_M572-M772.deduplicated.bam,0.06081
431,ZMG073AME116T,/mnt/BACKUP_NAS05/ECDTM_repository/align/16-ZMG073AME116T_M571-M771.deduplicated.bam,0.05423
432,ZMB003B,/mnt/GS_NAS05/ECDTM_repo/test_batch_Moss_Dor/align/4-ZMB003BME107_M564-M764.deduplicated.bam,0.03075
